location;start_date;end_date;day;plotid;municipality;U_landscape;U_local;urb_cat;phylum;class;order;suborder;length;width;area;biomass_indiv;n_indiv;sizeclass;ord_sub;func_species
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;3,5;1;3,5;0,678662373;1;SC08;HEM_AUC;SC08_HEM_AUC
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;1,9;0,6;1,14;0,170625183;1;SC04;HEM_AUC;SC04_HEM_AUC
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;1,9;0,6;1,14;0,170625183;1;SC04;HEM_AUC;SC04_HEM_AUC
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;3,8;1,2;4,56;0,817280091;1;SC08;HEM_AUC;SC08_HEM_AUC
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5;2;10;1,519610204;1;SC11;DIP_BRA;SC11_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,2;0,4;0,48;0,060396199;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,2;0,4;0,48;0,060396199;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,5;1,6;7,2;1,197623399;1;SC10;DIP_BRA;SC10_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;10;3,6;36;7,278803434;1;SC21;DIP_BRA;SC21_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5;2;10;1,519610204;1;SC11;DIP_BRA;SC11_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,5;1,2;6,6;1,88486248;1;SC12;DIP_BRA;SC12_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4;1,5;6;0,917731359;1;SC09;DIP_BRA;SC09_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,4;1,6;5,44;0,63562701;1;SC07;DIP_BRA;SC07_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,6;2;9,2;1,258614385;1;SC10;DIP_BRA;SC10_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,4;1;4,4;1,138316524;1;SC09;DIP_BRA;SC09_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;10,5;3;31,5;8,127328374;1;SC22;DIP_BRA;SC22_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5;1,6;8;1,519610204;1;SC11;DIP_BRA;SC11_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5;1,6;8;1,519610204;1;SC11;DIP_BRA;SC11_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,6;1;3,6;0,723275315;1;SC08;DIP_BRA;SC08_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,6;1;3,6;0,723275315;1;SC08;DIP_BRA;SC08_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,4;1;5,4;1,808297528;1;SC11;DIP_BRA;SC11_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,8;0,7;1,26;0,150999619;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;0,6;0,2;0,12;0,012609034;1;SC02;DIP_BRA;SC02_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5;2;10;1,519610204;1;SC11;DIP_BRA;SC11_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5;2;10;1,519610204;1;SC11;DIP_BRA;SC11_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;6;1,8;10,8;2,294467007;1;SC13;DIP_BRA;SC13_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;7;2,5;17,5;3,250734959;1;SC15;DIP_BRA;SC15_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;6,5;1,8;11,7;2,749439561;1;SC14;DIP_BRA;SC14_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4;1,7;6,8;0,917731359;1;SC09;DIP_BRA;SC09_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,8;0,5;0,9;0,150999619;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,6;0,5;0,8;0,115710069;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,7;1,4;6,58;1,321299134;1;SC10;DIP_BRA;SC10_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,7;1,4;6,58;1,321299134;1;SC10;DIP_BRA;SC10_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;10,3;4,2;43,26;7,781657629;1;SC21;DIP_BRA;SC21_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,6;0,6;0,96;0,115710069;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,6;0,6;0,96;0,115710069;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,1;0,7;1,47;0,213931924;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;7,2;3,7;26,64;3,464427149;1;SC15;DIP_BRA;SC15_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,3;0,5;0,65;0,072372232;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,8;0,7;1,26;0,150999619;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2;0,8;1,6;0,191596593;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2;0,8;1,6;0,191596593;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,5;0,8;2;0,317252031;1;SC06;DIP_BRA;SC06_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,5;0,8;2;0,317252031;1;SC06;DIP_BRA;SC06_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,9;0,7;1,33;0,170625183;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,3;0,5;0,65;0,072372232;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,7;0,7;1,19;0,132701109;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2;0,9;1,8;0,191596593;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,7;2;11,4;2,043323666;1;SC12;DIP_BRA;SC12_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,2;0,8;1,76;0,237648594;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,2;0,8;1,76;0,237648594;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,6;0,9;2,34;0,346656827;1;SC06;DIP_BRA;SC06_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,4;0,5;0,7;0,0855676;1;SC03;DIP_BRA;SC03_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,9;0,7;1,33;0,170625183;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,9;0,7;1,33;0,170625183;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,9;0,7;1,33;0,170625183;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,8;0,5;0,9;0,150999619;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,3;0,8;1,84;0,262763417;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,3;0,8;1,84;0,262763417;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SR;27/08/2021;03/09/2021;238;P18;Bornem;LOW;HIGH;LOWHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,3;0,8;1,84;0,262763417;1;SC05;DIP_BRA;SC05_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,9;1,5;5,85;0,866694425;1;SC08;DIP_BRA;SC08_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,9;1,3;5,07;0,866694425;1;SC08;DIP_BRA;SC08_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,9;1,6;6,24;0,866694425;1;SC08;DIP_BRA;SC08_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,6;0,5;0,8;0,115710069;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,6;0,5;0,8;0,115710069;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,6;0,5;0,8;0,115710069;1;SC04;DIP_BRA;SC04_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,7;0,9;2,43;0,377521855;1;SC06;DIP_BRA;SC06_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,6;1,2;4,32;0,723275315;1;SC08;DIP_BRA;SC08_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;0,8;0,5;0,4;0,02415702;1;SC02;DIP_BRA;SC02_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;8,2;2,9;23,78;4,648141042;1;SC17;DIP_BRA;SC17_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3;1;3;0,47902042;1;SC07;DIP_BRA;SC07_DIP_BRA
P18SY;27/08/2021;03/09/2021;238;P18;Bornem;LOW;MEDIUM;LOWMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3;1;3;0,47902042;1;SC07;DIP_BRA;SC07_DIP_BRA
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;3,1;0,7;2,17;0,515866611;1;SC07;DIP_NEM;SC07_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,4;0,4;0,56;0,0855676;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,4;0,4;0,56;0,0855676;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,4;0,4;0,56;0,0855676;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2,9;0,5;1,45;0,443689822;1;SC06;DIP_NEM;SC06_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,8;0,5;0,9;0,150999619;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,8;0,5;0,9;0,150999619;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;3,6;0,9;3,24;0,723275315;1;SC08;DIP_NEM;SC08_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;3;0,8;2,4;0,47902042;1;SC07;DIP_NEM;SC07_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2;0,5;1;0,191596593;1;SC05;DIP_NEM;SC05_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,8;0,4;0,72;0,150999619;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,8;0,4;0,72;0,150999619;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,8;0,4;0,72;0,150999619;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,3;0,4;0,52;0,072372232;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,7;0,4;0,68;0,132701109;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,7;0,4;0,68;0,132701109;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,4;0,3;0,42;0,0855676;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,4;0,3;0,42;0,0855676;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,4;0,3;0,42;0,0855676;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,4;0,3;0,42;0,0855676;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,4;0,3;0,42;0,0855676;1;SC03;DIP_NEM;SC03_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;3,7;1,6;5,92;0,769477433;1;SC08;DIP_NEM;SC08_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,5;0,3;0,45;0,100006041;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;4,1;0,8;3,28;0,970401608;1;SC09;DIP_NEM;SC09_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;4,1;0,8;3,28;0,970401608;1;SC09;DIP_NEM;SC09_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,5;0,6;0,9;0,100006041;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,5;0,6;0,9;0,100006041;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,5;0,6;0,9;0,100006041;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,5;0,6;0,9;0,100006041;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,6;0,4;0,64;0,115710069;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,6;0,4;0,64;0,115710069;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,6;0,4;0,64;0,115710069;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,7;0,4;0,68;0,132701109;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,7;0,4;0,68;0,132701109;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,7;0,4;0,68;0,132701109;1;SC04;DIP_NEM;SC04_DIP_NEM
P18SG;27/08/2021;03/09/2021;238;P18;Bornem;LOW;LOW;LOWLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,7;0,4;0,68;0,132701109;1;SC04;DIP_NEM;SC04_DIP_NEM
